64bwyta64	bwytaont
4689gwerthu4689	gwerthwch
4690darparu4690	darparodd
4691elwa4691	elwsant
4692ysmygu4692	ysmygith o
4693gwerthu4693	gwerthais i
4694gorffen4694	gorffennen nhw
4695palu4695	palwyf
4696niweidio4696	niweidiedig
4697casáu4697	casai di
4698hofran4698	hofranwyf
4699disgwyl4699	disgwylian nhw
4700dodi4700	dodwch
4701gwylio4701	gwyliwch chi
4702bwrw4702	bwriwyf
4703ysgrifennu4703	ysgrifennwyd
4704gallu4704	galler
4705cuddio4705	cuddasem
4706sylwebu4706	sylwebu
4707croestorri4707	croestorra i
4708defnyddio4708	defnyddiech
4709gafael4709	gafaeler
4710lleoli4710	lleoli di
4711cerdded4711	cerddid
4712bwyta4712	bwyton nhw
4713dangos4713	dangosith o
4714casáu4714	casâi
4715marchogaeth4715	marchogwn
4716mynd4716	awn
4717cuddio4717	cuddodd o
4718niweidio4718	niweidiom
4719eistedd4719	eistedden nhw
4720addo4720	addawan nhw
4721darlunio4721	darluniet ti
4722sgwrsio4722	sgwrsiasent
4723adwthio4723	adwthiwn i
4724swyno4724	swyned
4725ysbrydoli4725	ysbrydolwch
4726defnyddio4726	defnyddiasent
4727cyrraedd4727	cyrhaeddwyd
4728loncian4728	loncion nhw
4729hoelio4729	hoeliasit
4730smygu4730	smygasai
4731treisio4731	treisiodd
4732meddwl4732	meddyliom
4733amgyffred4733	amgyffredasem
4734mwynhau4734	mwynheui di
4735mynd4735	aethem
4736teimlo4736	teimlo
4737gwerthu4737	gwerthaf
4738ystyried4738	ystyrioch chi
4739cyfnewid4739	cyfnewidiwyf
4740dangos4740	dangosent
4741cyfrwyo4741	cyfrwyi
4742bwyta4742	bwytasai
4743cyfnewid4743	cyfnewidien nhw
4744ciledrych4744	ciledrychasech
4745claddu4745	claddit
4746pwyso4746	pwyser
4747syrthio4747	syrthiaswn
4748rhoi4748	rhoesant
4749codi4749	codet ti
4750caru4750	caraf
4751cnuchio4751	cnuchia
4752cusanu4752	cusanasai
4753amau4753	ameuedig
4754braenu4754	braenir
4755prynu4755	pryn
4756mwynhau4756	mwynheir
4757cenhedlu4757	cenhedlon nhw
4758dodi4758	dodaist
4759adolygu4759	adolygwch
4760yfed4760	yfasoch
4761penderfynu4761	penderfynwch
4762teithio4762	teithiasem
4763sefyll4763	safant
4764cyffwrdd4764	cyffyrddet ti
4765arfer4765	arferi
4766braenu4766	braenaist
4767adolygu4767	adolygi di
4768clymu4768	clymodd
4769llyfu4769	llyfaswn
4770taro4770	trewid
4771siarad4771	siaradasant
4772rhedeg4772	rhedwyf
4773cyrraedd4773	cyrhaeddi
4774glawio4774	glawiwn ni
4775codi4775	cododd
4776cyfrwyo4776	cyfrwyech chi
4777cynnwys4777	cynhwysych
4778braenu4778	braena
4779dweud4779	dywedent
4780sylwebu4780	sylweboch chi
4781tacluso4781	tacluso
4782colli4782	collwyd
4783canlyn4783	canlyn
4784caledu4784	caledon ni
4785smygu4785	smygwch
4786rhodio4786	rhodiwch
4787sefyll4787	safoch
4788ymolchi4788	ymolchom
4789hedfan4789	hedfaner
4790cyfarfod4790	cyfarfuasem
4791galw4791	galwn
4792sefyll4792	safi di
4793smygu4793	smygodd o
4794cyfnewid4794	cyfnewidiodd o
4795uno4795	unir
4796gallu4796	gallasom
4797digwydd4797	digwydded
4798cenhedlu4798	cenhedlwn i
4799elwa4799	elwa
4800annog4800	anogo
4801cyfnewid4801	cyfnewidient
4802rhwystro4802	rhwystri di
4803anghofio4803	anghofia
4804pydru4804	pydro
4805bwrw4805	bwria
4806hoelio4806	hoelio
4807lluddias4807	lluddiais
4808smygu4808	smygais i
4809stopio4809	stopier
4810atal4810	ateliwch
4811colli4811	collai fo
4812rhoi4812	rhown
4813cuddio4813	cuddid
4814edliw4814	edliwier
4815cusanu4815	cusaned
4816pasio4816	pasiais i
4817siafio4817	siafia
4818cyffwrdd4818	cyffyrddwyf
4819peidio4819	peidiai
4820rhwystro4820	rhwystrasoch
4821swyno4821	swynais
4822cynnull4822	cynullwn i
4823anghofio4823	anghofiai
4824ciledrych4824	ciledrychwn
4825sgwrsio4825	sgwrsiedig
4826marchogaeth4826	marchogech
4827golchi4827	golchom
4828cerdded4828	cerddech
4829gwerthu4829	gwerthed
4830defnyddio4830	defnyddith o
4831ymolchi4831	ymolch
4832dilyn4832	dilynasant
4833dilyn4833	dilynoch chi
4834stopio4834	stopi di
4835penderfynu4835	penderfyn
4836darllen4836	darllener
4837arwain4837	arweinier
4838cloi4838	clowch
4839lleoli4839	lleolwn
4840cyfnewid4840	cyfnewidion nhw
4841digwydd4841	digwyddaist ti
4842swyno4842	swyner
4843pweru4843	pwerwch
4844tacluso4844	taclusasit
4845marchogaeth4845	marchogasent
4846ysmygu4846	ysmyga
4847cynnau4847	cyneuont
4848colli4848	collasom
4849ymlacio4849	ymlacir
4850sylwebu4850	sylwebasit
4851braenu4851	braenai fo
4852dodi4852	dodoch
4853cenhedlu4853	cenhedloch chi
4854cynnwys4854	cynwysasem
4855canu4855	canent
4856colli4856	collan nhw
4857gwlychu4857	gwlychith o
4858ysbrydoli4858	ysbrydolit
4859hofran4859	hofraner
4860peidio4860	peidiom
4861arfer4861	arferon ni
4862rhoi4862	rho
4863ysbrydoli4863	ysbrydolid
4864cymryd4864	cymer
4865anghofio4865	anghofiem
4866gweld4866	gwelet ti
4867crynu4867	crynom
4868gorffen4868	gorffennaist
4869awgrymu4869	awgrymwch
4870coginio4870	cogini
4871ffurfio4871	ffurfiai fo
4872niweidio4872	niweidien nhw
4873swyno4873	swynen ni
4874ceisio4874	ceisiwn
4875addysgu4875	addysgwyd
4876dilyn4876	dilyn
4877codi4877	codai fo
4878prynu4878	prynit
4879clywed4879	clywont
4880torri4880	torrwch
4881talu4881	talan nhw
4882cyfnewid4882	cyfnewidiech chi
4883gorffen4883	gorffennont
4884dysgu4884	dysgu
4885addysgu4885	addysgasent
4886gallu4886	gallo
4887cyffwrdd4887	cyffyrddai
4888canu4888	canit
4889clymu4889	clymoch
4890siafio4890	siafiasit
4891danfon4891	danfoni
4892cloi4892	cloesem
4893ennill4893	enillan nhw
4894gafael4894	gafaelen nhw
4895dechrau4895	dechreuasom
4896rhofio4896	rhofiasom
4897condemnio4897	condemniant
4898agor4898	agorasant
4899difetha4899	difethwch
4900ymddwyn4900	ymddygith o
4901cynnig4901	cynigi di
4902coelio4902	coelir
4903gorchuddio4903	gorchuddiech
4904gweld4904	gwelant
4905rhegi4905	rhegodd
4906gwenu4906	gwenith o
4907gweld4907	gweloch chi
4908ysgrifennu4908	ysgrifenedig
4909clywed4909	clywais i
4910marchogaeth4910	marchogem
4911gwlychu4911	gwlychaist ti
4912ystyried4912	ystyrian nhw
4913nyddu4913	nydded
4914aros4914	arhosech
4915anghofio4915	anghofiais i
4916gwrthod4916	gwrthodych
4917cymryd4917	cymerai fo
4918loncian4918	lonciaist ti
4919crynu4919	crynais i
4920cyfarfod4920	cyfarfod
4921ffili4921	ffilom
4922anfon4922	anfonwn
4923gweld4923	gwelych
4924smygu4924	smygwn
4925agor4925	agorasom
4926braenu4926	braenwch
4927adolygu4927	adolygoch chi
4928dychwelyd4928	dychwelon nhw
4929syrthio4929	syrthiech
4930gwlychu4930	gwlychwch
4931gwario4931	gwariwch chi
4932croeshoelio4932	croeshoeliwch
4933teithio4933	teithi di
4934clywed4934	clywn
4935ysgrifennu4935	ysgrifennech
4936swyno4936	swynaswn
4937gwenu4937	gwenaist
4938teimlo4938	teimlwn
4939teithio4939	teithiwch
4940cynnig4940	cynigiwch
4941gafael4941	gafaeloch
4942llenydda4942	llenydd
4943amnewid4943	amnewidwn ni
4944darlunio4944	darlunier
4945tacluso4945	tacluswch
4946gorffen4946	gorffennom
4947canoli4947	canolech chi
4948canlyn4948	canlynid
4949ysgrifennu4949	ysgrifennais
4950cynnig4950	cynigion nhw
4951gafael4951	gafaelid
4952lluddias4952	lluddiaf
4953dangos4953	dangosasem
4954disgyn4954	disgyner
4955loncian4955	loncia
4956gwario4956	gwariais i
4957gwylio4957	gwyliais
4958rhwystro4958	rhwystrem
4959dechrau4959	dechreuaf
4960gofyn4960	gofynnodd
4961peidio4961	peidiai fo
4962gallu4962	gallech chi
4963ceisio4963	ceisiaf
4964amgyffred4964	amgyffredo
4965ffurfio4965	ffurfiaf
4966mynd4966	est ti
4967anghofio4967	anghofiai fo
4968rhegi4968	rhegych
4969medru4969	medrasid
4970ysmygu4970	ysmygem
4971cyfarfod4971	cyfarfydder
4972ffili4972	ffilech chi
4973cyfnewid4973	cyfnewidiet ti
4974bwyta4974	bwytasom
4975ymweld4975	ymwelwyf
4976croesholi4976	croesholion nhw
4977gafael4977	gafaelwyd
4978sylwebu4978	sylwebo
4979defnyddio4979	defnyddion nhw
4980digwydd4980	digwyddwyf
4981dechrau4981	dechreui
4982cenhedlu4982	cenhedlaswn
4983rhodio4983	rhodiwn
4984ysgrifennu4984	ysgrifennwch
4985amau4985	amheuan nhw
4986hofran4986	hofranasent
4987addysgu4987	addysgais
4988llenydda4988	llenyddais i
4989poeni4989	poenoch
4990clymu4990	clymer
4991cilio4991	ciliwch
4992rhwygo4992	rhwyga i
4993torri4993	torrodd
4994dweud4994	dyweded
4995palu4995	paledigpaladwy
4996hedfan4996	hedfanwch
4997canlyn4997	canlynen nhw
4998marchogaeth4998	marchogit
4999penderfynu4999	penderfyna
5000cynnwys5000	cynhwyswch
5001stopio5001	stopier
5002caru5002	carasent
5003cloi5003	cloesit
5004cwyno5004	cwynedig
5005ysu5005	ysoch
5006hoelio5006	hoeliasent
5007awgrymu5007	awgrymwn i
5008llenydda5008	llenydder
5009cyfrwyo5009	cyfrwyasit
5010ymuno5010	ymunid
5011bwyta5011	bwyten ni
5012adolygu5012	adolyger
5013peidio5013	peidiwch chi
5014diolch5014	diolchi di
5015plannu5015	plannont
5016dangos5016	dangosed
5017codi5017	codi di
5018deall5018	deallant
5019croeshoelio5019	croeshoeliaswn
5020cynnau5020	cyneuwn ni
5021ceisio5021	ceisiaist
5022llenydda5022	llenyddych
5023dechrau5023	dechreuasoch
5024caru5024	carem
5025danfon5025	danfonon ni
5026gwerthu5026	gwerthu
5027digwydd5027	digwydd
5028peidio5028	peidien ni
5029clymu5029	clymir
5030rhedeg5030	rhedaist ti
5031caru5031	cerais
5032dychwelyd5032	dychwelen ni
5033llosgi5033	llosget ti
5034dysgu5034	dysgwn i
5035gwenu5035	gwenoch
5036smygu5036	smygasech
5037hoelio5037	hoeliai fo
5038stopio5038	stopiasom
5039tybio5039	tybit
5040ysmygu5040	ysmygodd o
5041addysgu5041	addysgu
5042uno5042	unai fo
5043ystyried5043	ystyriasant
5044gweld5044	gwelsid
5045casáu5045	casawn i
5046rhoi5046	rhown
5047caledu5047	caledais i
5048uno5048	unwch
5049rhuthro5049	rhuthred
5050ymuno5050	ymunais i
5051dweud5051	dywedwn
5052ymuno5052	ymuni di
5053eistedd5053	eistedda i
5054pwyso5054	pwysir
5055gwerthu5055	gwerthon ni
5056cilio5056	ciliasai
5057rhuthro5057	rhuthrasent
5058dileu5058	dileasem
5059gwlychu5059	gwlychwch chi
5060meddwl5060	meddyliwn
5061dysgu5061	dysgwn
5062casáu5062	casâ
5063elwa5063	elwedigelwadwy
5064hudo5064	hudwyd
5065medru5065	medren nhw
5066teithio5066	teithiasai
5067torri5067	torran nhw
5068hedfan5068	hedfanaist ti
5069tybio5069	tybiom
5070clywed5070	clywswn
5071niweidio5071	niweidiasech
5072ennill5072	enillech
5073meddwl5073	meddyliwn
5074cysgu5074	cysgwn ni
5075iro5075	iraist ti
5076ymarfer5076	ymarfer
5077defnyddio5077	defnyddedig
5078croeshoelio5078	croeshoelith o
5079ymddwyn5079	ymddygasit
5080bwyta5080	bwytan nhw
5081tybio5081	tybiwyf
5082codi5082	codasoch
5083siafio5083	siafier
5084dilyn5084	dilynaist ti
5085darparu5085	darparych
5086dweud5086	dywedont
5087gwario5087	gwarien ni
5088niweidio5088	niweidiwch
5089rhedeg5089	rhedwch chi
5090ymarfer5090	ymarferasit
5091darparu5091	darparasoch
5092condemnio5092	condemnio
5093darparu5093	darparith o
5094uno5094	uned
5095methu5095	mether
5096digwydd5096	digwyddai
5097coelio5097	coeliaist ti
5098loncian5098	lonciasai
5099canu5099	canom
5100darllen5100	darllenent
5101croestorri5101	croestorrant
5102cysgu5102	cysgi di
5103cusanu5103	cusanai fo
5104llanw5104	llanwasent
5105ffili5105	ffilan nhw
5106gwerthu5106	gwerthoch
5107gofyn5107	gofynnir
5108sylwi5108	sylwsech
5109mynd5109	es i
5110gofyn5110	gofynnech
5111agor5111	agori di
5112casáu5112	casasom
5113plannu5113	plannon nhw
5114cwyno5114	cwynasech
5115rhuthro5115	rhuthraist ti
5116treisio5116	treisient
5117bwrw5117	bwrien ni
5118pwyso5118	pwysech chi
5119torri5119	torrwyd
5120digwydd5120	digwyddir
5121medru5121	medrasoch
5122cyfrwyo5122	cyfrwya
5123nyddu5123	nydden nhw
5124cynnull5124	cynnull
5125braenu5125	braenwyf
5126treisio5126	treisia
5127ciledrych5127	ciledrychent
5128ciledrych5128	ciledrychasai
5129yfed5129	yfem
5130coelio5130	coeli di
5131difetha5131	difethet ti
5132llosgi5132	llosgodd o
5133ymddwyn5133	ymddwg
5134gorffen5134	gorffennodd o
5135amgyffred5135	amgyffredont
5136croesi5136	croeswn ni
5137sgwrsio5137	sgwrsi di
5138danfon5138	danfonasech
5139arwain5139	arweiniasech
5140glawio5140	glawioch chi
5141poeni5141	poenasent
5142gorchuddio5142	gorchuddi
5143addysgu5143	addysgwn i
5144dysgu5144	dysgon nhw
5145anfon5145	anfonid
5146croesholi5146	croesholia i
5147darparu5147	darpari
5148lleoli5148	lleola i
5149canu5149	cano
5150dychwelyd5150	dychwelwn
5151gorchuddio5151	gorchuddier
5152adolygu5152	adolygai
5153cynnwys5153	cynhwyswch chi
5154ceisio5154	ceisid
5155torri5155	torrwn
5156crynu5156	crynai
5157iro5157	iren ni
5158clymu5158	clymon ni
5159penderfynu5159	penderfynodd
5160achosi5160	achosa
5161talu5161	taledigtaladwy
5162cadw5162	cadwaf
5163diolch5163	diolchit
5164gwenu5164	gwenaswn
5165siafio5165	siafien nhw
5166ystyried5166	ystyriasoch
5167rhuthro5167	rhuthrir
5168croestorri5168	croestorrwn i
5169lleoli5169	lleolwch
5170ysmygu5170	ysmygant
5171croestorri5171	croestorrent
5172palu5172	palwch
5173cymryd5173	cymerech chi
5174lleoli5174	lleolid
5175loncian5175	lonciasit
5176marchogaeth5176	marchogo
5177gallu5177	gallasit
5178stopio5178	stopiaist
5179sylwi5179	sylwodd
5180coelio5180	coeliasid
5181claddu5181	cladded
5182cynnau5182	cyneuasid
5183plannu5183	plannwyd
5184aros5184	arhosech chi
5185condemnio5185	condemnia i
5186ymolchi5186	ymolchwyf
5187edliw5187	edliwiont
5188croesi5188	croesiaist
5189torri5189	torrent
5190cadw5190	cadwon nhw
5191cyrraedd5191	cyrraedd
5192braenu5192	braenai
5193gadael5193	gadawyf
5194sgwrsio5194	sgwrsiodd
5195cyfnewid5195	cyfnewidiwyd
5196dodi5196	dodech chi
5197lluddias5197	lluddiais i
5198defnyddio5198	defnyddiodd
5199cofio5199	cofiwyf
5200parhau5200	parhait
5201dychwelyd5201	dychwelent
5202aros5202	arhosaf
5203amau5203	amheuwyd
5204cyfnewid5204	cyfnewidiodd
5205cyrraedd5205	cyrhaeddai fo
5206rhoi5206	rhodden ni
5207cyrraedd5207	cyrhaeddant
5208gafael5208	gafaelasant
5209marchogaeth5209	marchogasom
5210hudo5210	hudoch
5211ysu5211	yswn
5212terfynu5212	terfynasid
5213pydru5213	pydru
5214ymuno5214	ymunwyf
5215coelio5215	coelien ni
5216agor5216	agorasit
5217ystyried5217	ystyrien nhw
5218mynd5218	aech chi
5219gallu5219	gellaist
5220adolygu5220	adolygasoch
5221nyddu5221	nyddodd
5222amau5222	amheuodd o
5223anghofio5223	anghofiaswn
5224coelio5224	coeliai
5225sylwebu5225	sylweboch
5226stopio5226	stopia
5227llenydda5227	llenyddwyd
5228clymu5228	clymaist
5229lluddias5229	lluddiwch
5230cyffwrdd5230	cyffyrdded
5231danfon5231	danfonaswn
5232sgwrsio5232	sgwrsiais
5233hoelio5233	hoeliwyf
5234cynnau5234	cynnau
5235croeshoelio5235	croeshoeliech
5236cofio5236	cofiwch
5237gwrthod5237	gwrthoder
5238golchi5238	golchedig
5239digwydd5239	digwyddent
5240rhedeg5240	rhedom
5241croesi5241	croesio
5242ciledrych5242	ciledrycha
5243colli5243	collasai
5244taro5244	trawont
5245ymlacio5245	ymlaciwn
5246gwylio5246	gwyliasech
5247coginio5247	coginiwyf
5248gofyn5248	gofynnit
5249medru5249	medrwn ni
5250stopio5250	stopied
5251sefyll5251	safasem
5252bwrw5252	bwriwch
5253golchi5253	golchwn ni
5254ysu5254	ysen ni
5255swyno5255	swynwn
5256braenu5256	braened
5257cymryd5257	cymerer
5258deall5258	deallaswn
5259croeshoelio5259	croeshoeliaf
5260ymolchi5260	ymolchech
5261disgwyl5261	disgwyliasid
5262ceisio5262	ceisiwch
5263rhegi5263	rhegais i
5264aros5264	aros
5265palu5265	palodd
5266ymddwyn5266	ymddygon nhw
5267arfer5267	arferem
5268darllen5268	darllenan nhw
5269poeni5269	poenaist ti
5270casáu5270	casawn ni
5271siafio5271	siafia i
5272coelio5272	coelion nhw
5273swyno5273	swyn
5274credu5274	creden ni
5275cenhedlu5275	cenhedlai
5276ymarfer5276	ymarferaist ti
5277sylwebu5277	sylwebwyf
5278gwerthu5278	gwerthych
5279casáu5279	caseais
5280rhwystro5280	rhwystrai
5281bwyta5281	bwytwch
5282hoelio5282	hoelioch
5283sefyll5283	safon nhw
5284yfed5284	yfent
5285dileu5285	dilewyd
5286prynu5286	prynwn i
5287gwenu5287	gwenais i
5288cyfarfod5288	cyfarfyddwch
5289llanw5289	llenwaist
5290amau5290	amheuais
5291ystyried5291	ystyriwn
5292tacluso5292	taclusid
5293danfon5293	danfonent
5294ystyried5294	ystyrient
5295annog5295	anogant
5296cynnig5296	cynigien ni
5297darllen5297	darllenoch chi
5298ysmygu5298	ysmygon ni
5299cymryd5299	cymerwch
5300dodi5300	dodwn
5301gofyn5301	gofyn
5302llosgi5302	llosgais i
5303cwyno5303	cwynid
5304crynu5304	crynaf
5305swyno5305	swyner
5306rhegi5306	rhegoch
5307ysbrydoli5307	ysbrydolech
5308ysbrydoli5308	ysbrydolych
5309colli5309	collwn
5310disgyn5310	disgynedig
5311gweld5311	gwelid
5312yfed5312	yfech
5313mwynhau5313	mwynhasent
5314cynnwys5314	cynhwysech
5315rhegi5315	rhegech chi
5316galluogi5316	galluogent
5317sylwebu5317	sylwebwch
5318condemnio5318	condemniasoch
5319mynd5319	aed
5320llenydda5320	llenyddwch
5321tybio5321	tybiasant
5322crynu5322	crynasech
5323anfon5323	anfonedig
5324cloi5324	cloesai
5325ysmygu5325	ysmygit
5326dweud5326	dywedwn
5327lleoli5327	lleolasit
5328gofyn5328	gofynnent
5329elwa5329	elwen nhw
5330condemnio5330	condemniech chi
5331ymlacio5331	ymlaciwch chi
5332peidio5332	peidia i
5333gwylio5333	gwyliai
5334ciledrych5334	ciledrychasem
5335sefyll5335	safen ni
5336darparu5336	darparwch
5337hoelio5337	hoeliedig
5338claddu5338	claddoch
5339ceisio5339	ceisir
5340ysbrydoli5340	ysbrydolasant
5341cyfarfod5341	cyfarfyddon nhw
5342galluogi5342	galluogai
5343ffurfio5343	ffurfien ni
5344rhoi5344	rhoech
5345cyfarfod5345	cyfarfydded
5346rhwystro5346	rhwystrer
5347ymweld5347	ymweloch chi
5348cysylltu5348	cysylltasit
5349rhofio5349	rhofiais i
5350cynnau5350	cyneuon ni
5351sylwebu5351	sylwebasid
5352cyffwrdd5352	cyffyrddi
5353amgyffred5353	amgyffreder
5354cysylltu5354	cysylltwn
5355cyrraedd5355	cyrhaeddych
5356cymryd5356	cymerasent
5357ystyried5357	ystyriwn ni
5358tacluso5358	tacluser
5359bwrw5359	bwriom
5360hedfan5360	hedfanwch
5361coginio5361	coginiwch
5362peidio5362	peidiasom
5363lleoli5363	lleoli
5364ceisio5364	ceisiasom
5365lladd5365	lladdasoch
5366lleoli5366	lleolech
5367coginio5367	coginiasit
5368sylwi5368	sylwedig
5369gwrthod5369	gwrthodech
5370bwyta5370	bwytasit
5371taro5371	trawed
5372rhwystro5372	rhwystrir
5373gwerthu5373	gwerthwch
5374annog5374	annog
5375glawio5375	glawiais i
5376cyfieithu5376	cyfieithaist ti
5377hudo5377	huded
5378treisio5378	treisiem
5379cysylltu5379	cysylltwn ni
5380crynu5380	crynai fo
5381colli5381	collwch
5382dweud5382	dywedaist ti
5383cilio5383	ciliwn ni
5384hofran5384	hofranasom
5385rhedeg5385	rhedasit
5386colli5386	collen ni
5387parhau5387	parhaom
5388cilio5388	ciliai fo
5389ysmygu5389	ysmygwyd
5390plannu5390	plannem
5391anghofio5391	anghofiwch
5392palu5392	palwn
5393caru5393	carech chi
5394cymryd5394	cymerasech
5395peidio5395	peidio
5396sefyll5396	safasid
5397llanw5397	llanwasant
5398adolygu5398	adolygych
5399mynd5399	awn ni
5400glawio5400	glawien ni
5401annog5401	annog
5402sgwrsio5402	sgwrsiet ti
5403croestorri5403	croestorrech chi
5404achosi5404	achoset ti
5405sgwrsio5405	sgwrsiai
5406cloi5406	cloon ni
5407credu5407	credai fo
5408uno5408	unwn
5409dangos5409	dangoswch
5410rhofio5410	rhofiaf
5411cynnig5411	cynigiwyf
5412gorchuddio5412	gorchuddiasai
5413gwylio5413	gwyli
5414lladd5414	lladdasai
5415ffili5415	ffilais
5416cynnau5416	cyneuent
5417dodi5417	dodais i
5418siafio5418	siafiant
5419cyffwrdd5419	cyffyrdden nhw
5420cilio5420	ciliai
5421cadw5421	cedwch
5422sefyll5422	safo
5423llenydda5423	llenyddem
5424darlunio5424	darluniant
5425marchogaeth5425	marchogon nhw
5426digwydd5426	digwyddent
5427awgrymu5427	awgrymwn
5428clymu5428	clymi di
5429lluddias5429	lluddiasem
5430rhoi5430	rhoddi di
5431gorchuddio5431	gorchuddien ni
5432loncian5432	lonciasant
5433cuddio5433	cuddont
5434ceisio5434	ceisiwn ni
5435gwlychu5435	gwlychaist
5436danfon5436	danfonodd o
5437bwyta5437	bwyteid
5438cynnull5438	cynulla i
5439braenu5439	braenit
5440hoelio5440	hoelit
5441codi5441	codwch
5442caru5442	cara
5443adwthio5443	adwthian nhw
5444adolygu5444	adolygech
5445dweud5445	dywedid
5446arwain5446	arweinioch chi
5447lladd5447	lladdwyf
5448gofyn5448	gofynasoch
5449teimlo5449	teimlech chi
5450cofio5450	cofi di
5451dysgu5451	dysgi di
5452disgyn5452	disgynwch
5453golchi5453	golchant
5454cynnull5454	cynullais
5455dychwelyd5455	dychwelwn ni
5456talu5456	taled
5457ysbrydoli5457	ysbrydolwch
5458canu5458	canaist ti
5459hedfan5459	hedfan
5460tybio5460	tybiasoch
5461croesi5461	croesen ni
5462rhwygo5462	rhwygid
5463marchogaeth5463	marchogaf
5464deall5464	deallasant
5465ysbrydoli5465	ysbrydoli
5466lleihau5466	lleiha
5467anfon5467	anfoner
5468mwynhau5468	mwynheid
5469gwylio5469	gwyliont
5470ysbrydoli5470	ysbrydolent
5471claddu5471	claddont
5472mwynhau5472	mwynheua
5473llosgi5473	llosgasent
5474golchi5474	golchem
5475dysgu5475	dysgid
5476stopio5476	stopiont
5477cilio5477	ciliaf
5478cymryd5478	cymerais
5479cloi5479	cloech chi
5480niweidio5480	niweidiasai
5481darparu5481	darparai fo
5482methu5482	methaswn
5483addo5483	addawon nhw
5484rhwystro5484	rhwystroch
5485disgwyl5485	disgwyliasem
5486canlyn5486	canlynon ni
5487canoli5487	canolet ti
5488loncian5488	lonciai
5489cilio5489	ciliant
5490gwylio5490	gwylien nhw
5491teithio5491	teithiedig
5492agor5492	agorai
5493cloi5493	cloist
5494gorffen5494	gorffennan nhw
5495siarad5495	siaradant
5496croesholi5496	croesholir
5497swyno5497	swynwn
5498meddwl5498	meddyliasit
5499cilio5499	ciliwn
5500taro5500	trawsoch
5501ymlacio5501	ymlaciwch
5502ymweld5502	ymweledig
5503marchogaeth5503	marchogid
5504canu5504	canasoch
5505mynd5505	eloch
5506lladd5506	lladdasit
5507cofio5507	cofiwn i
5508syrthio5508	syrthia i
5509ciledrych5509	ciledrychont
5510ennill5510	enillwn
5511dileu5511	dileoch chi
5512poeni5512	poened
5513dechrau5513	dechreuir
5514elwa5514	elwn
5515gallu5515	gallai fo
5516dathlu5516	dathlon nhw
5517gadael5517	gadewais
5518parhau5518	parhewch
5519tacluso5519	tacluswyd
5520atal5520	atalwch chi
5521gorchuddio5521	gorchuddiwn
5522medru5522	medroch
5523anghofio5523	anghofien nhw
5524niweidio5524	niweidid
5525cuddio5525	cuddasent
5526teithio5526	teithiwn ni
5527canlyn5527	canlyn
5528gwenu5528	gwenai fo
5529cyfrwyo5529	cyfrwya
5530hofran5530	hofranech
5531rhodio5531	rhodiwyf
5532treisio5532	treisid
5533difetha5533	difethwn ni
5534llanw5534	llanwem
5535gorffen5535	gorffennent
5536llosgi5536	llosgasit
5537darparu5537	darparwch
5538dweud5538	dywedasoch
5539dileu5539	dileen ni
5540rhodio5540	rhodiaf
5541disgyn5541	disgyni di
5542cerdded5542	cerddwn
5543ymuno5543	ymunais
5544rhuthro5544	rhuthri
5545amgyffred5545	amgyffredem
5546cyfieithu5546	cyfieithen nhw
5547croestorri5547	croestorrais
5548croestorri5548	croestoraswn
5549lladd5549	lladdasom
5550dychwelyd5550	dychwelith o
5551methu5551	methwyf
5552cilio5552	cilian nhw
5553addo5553	addawai
5554llyfu5554	llyfent
5555syrthio5555	syrthiai
5556croestorri5556	croestorrai
5557clymu5557	clyma i
5558rhofio5558	rhofien ni
5559sylwebu5559	sylwebasai
5560lluddias5560	lluddiwn i
5561pydru5561	pydrent
5562croesholi5562	croeshola
5563cyfarfod5563	cyfarfyddwyf
5564darlunio5564	darlunnir
5565dodi5565	dodasech
5566treisio5566	treisio
5567loncian5567	loncia
5568sylwi5568	sylwn i
5569teimlo5569	teimlaswn
5570hedfan5570	hedfanith o
5571nyddu5571	nyddo
5572clymu5572	clymen ni
5573arwain5573	arweiniwch
5574cyrraedd5574	cyrhaeddon ni
5575marchogaeth5575	marchogodd
5576cyrraedd5576	cyraeddaswn
5577clywed5577	clywyd
5578croesholi5578	croesholit
5579ysbrydoli5579	ysbrydolodd
5580medru5580	medraf
5581dychwelyd5581	dychwelwch
5582cloi5582	clodd
5583golchi5583	golchwch
5584gwlychu5584	gwlych
5585lladd5585	lladdwn
5586anfon5586	anfonwch
5587sylwi5587	sylwsom
5588coelio5588	coeliwyf
5589cyrraedd5589	cyrhaeddem
5590ffili5590	ffilaist
5591nyddu5591	nyddont
5592pweru5592	pweroch chi
5593edliw5593	edliwioch
5594canlyn5594	canlynan nhw
5595llanw5595	llanwasem
5596ymlacio5596	ymlaciedig
5597sefyll5597	safwn ni
5598dechrau5598	dechreuwn
5599hedfan5599	hedfanodd o
5600mynd5600	aent
5601caru5601	carit
5602dilyn5602	dilyner
5603ymddwyn5603	ymddygych
5604coelio5604	coeliwn ni
5605prynu5605	prynasem
5606mynd5606	mynededig
5607rhoi5607	rhoesit
5608cloi5608	cloesent
5609gwylio5609	gwyliasoch
5610galw5610	galwan nhw
5611bwrw5611	bwriech
5612cilio5612	ciliaist ti
5613poeni5613	poenit
5614canlyn5614	canlyna i
5615teithio5615	teithier
5616canoli5616	canolais i
5617cynnau5617	cyneuwn
5618addysgu5618	addysgedig
5619ysmygu5619	ysmygi
5620annog5620	anogodd
